list_item_id,job_id,list_item,parent,code / label 1,code / label 2,code / label 3,code / label 4
24531,1376,"Project leadership including project management, team collaboration, and oral and written communication skills are required.",Competencies:,,,,
24549,1378,"Must be able to communicate effectively, orally and in writing",QUALIFICATIONS:,,,,
24585,1381,"Communication - Able to explain complex operations and methods clearly and concisely to other employees, suppliers and customers",,,,,
24650,1385,Experience writing technical documentation,Bonus Skills:,,,,
24691,1389,Good verbal and written communication skills,Familiar with Linux,,,,
24730,1392,"Excellent communication skills, both written and verbal.",What skills do you need?,,,,
24768,1395,Perform research and writes objective summary reports which are used in the completion of the project work or inspection,of a successful candidate include but are not limited to:,,,,
24785,1396,"Write reports, test cases, test procedures",You Will:,,,,
24786,1396,"You should demonstrate sound interpersonal skills involving interfacing and negotiating with company personnel, customers and suppliers.",You Will:,,,,
24849,1400,"Assist in engineering design associated with various types of remediation projects including both process and civil remediation. Design tasks can include evaluating data, performing calculations, conducting research, estimating quantities and costs, preparing design drawings, and writing technical specifications, contract documents, and design reports.",RESPONSIBILITIES:,,,,
24871,1400,Excellent written/verbal communication and organization/analytical skills; experience recording detailed technical data and writing technical reports a plus.,REQUIREMENTS:,,,,
24895,1401,Excellent verbal and written communication skills.,Qualifications,,,,
24946,1404,"Effective communication skills, both verbal and written",,,,,
24968,1405,"Clear communicator (listening, speaking, writing)",Requirements/Qualifications:,,,,
25005,1407,Participates in report writing to document instrumentation developments and tests,,,,,
25057,1409,Excellent communication (verbal and written) and interpersonal skills,Personal Work Attributes,,,,
25107,1412,Excellent written and verbal communication skills,,,,,
25191,1416,Excellent written and oral communication skills,Desired skills:,,,,
25257,1420,"Proven project leadership experience including project management, team collaboration, and oral and written communication skills are required and necessary to communicate with the plant, with customers, and to report progress on projects.",,,,,
